amount,balance_before_txn,balance,transactionduration,is_fraud
44.13,-109580.05,-109624.19,33.7137,0
92.07,-109624.19,-109716.25,3.4754,0
77.62,-109716.25,-109793.88,21.7629,0
41.84,-109793.88,-109835.72,34.0426,0
51.14,-109835.72,-109886.86,5.2886,0
53.89,-109886.86,-109940.74,40.7679,0
20.02,-109940.74,-109960.77,61.7329,0
32.33,-109960.77,-109993.1,17.2061,0
63.62,-109993.1,-110056.72,10.6417,0
70.57,-110056.72,-110127.29,14.2022,0
47.54,-110127.29,-110174.83,7.462,0
74.63,-110174.83,-110249.46,0.4561,0
65.0,-110249.46,-110314.46,22.7638,0
39.54,-110314.46,-110354.0,6.8545,0
38.45,-110354.0,-110392.45,15.9393,0
68.26,-110392.45,-110460.71,38.418,0
106.43,-110460.71,-110567.14,31.9847,0
126.17,-110567.14,-110693.32,9.6208,0
92.76,-110693.32,-110786.07,5.9903,0
29.75,-110786.07,-110815.82,13.6321,0
43.25,-110815.82,-110859.07,35.0986,0
27.64,-110859.07,-110886.71,10.8283,0
17.28,-110886.71,-110903.99,9.9864,0
41.0,-110903.99,-110944.99,1.1412,0
45.76,-110944.99,-110990.74,2.0866,0
26.95,-110990.74,-111017.7,2.286,0
81.67,-111017.7,-111099.36,9.2987,0
16.2,-111099.36,-111115.56,12.0964,0
168.76,-111115.56,-111284.32,68.8636,0
27.3,-111284.32,-111311.62,8.9617,0
59.65,-111311.62,-111371.28,0.0303,0
44.92,-111371.28,-111416.2,41.3671,0
66.48,-111416.2,-111482.68,8.9937,0
23.03,-111482.68,-111505.72,1.08,0
34.15,-111505.72,-111539.86,9.5682,0
25.09,-111539.86,-111564.96,16.2679,0
41.26,-111564.96,-111606.22,2.14,0
25.3,-111606.22,-111631.52,18.6118,0
44.76,-111631.52,-111676.28,31.4584,0
68.7,-111676.28,-111744.98,18.92,0
24.0,-111744.98,-111768.98,1.6232,0
22.57,-111768.98,-111791.55,27.3945,0
20.1,-111791.55,-111811.65,1.0282,0
17.58,-111811.65,-111829.24,102.2669,0
18.45,-111829.24,-111847.68,104.951,0
80.94,-111847.68,-111928.63,28.8248,0
13.81,-111928.63,-111942.44,2.4017,0
69.55,-111942.44,-112011.99,24.3101,0
41.85,-112011.99,-112053.84,0.1756,0
50.64,-112053.84,-112104.48,23.4573,0
49.72,-112104.48,-112154.2,11.0177,0
38.49,-112154.2,-112192.69,84.6941,0
30.01,-112192.69,-112222.7,19.2239,0
21.03,-112222.7,-112243.72,4.0841,0
25.17,-112243.72,-112268.9,6.5158,0
32.77,-112268.9,-112301.67,50.1546,0
113.7,-112301.67,-112415.37,30.1806,0
28.62,-112415.37,-112443.98,3.3069,0
14.41,-112443.98,-112458.4,15.4722,0
41.3,-112458.4,-112499.7,2.6595,0
40.3,-112499.7,-112540.0,9.2929,0
314.14,-112540.0,-112854.14,35.5493,0
20.32,-112854.14,-112874.46,10.3078,0
135.66,-112874.46,-113010.12,64.0622,0
168.2,-113010.12,-113178.32,11.5104,0
53.77,-113178.32,-113232.09,1.1674,0
38.6,-113232.09,-113270.69,69.526,0
120.79,-113270.69,-113391.47,0.874,0
17.3,-113391.47,-113408.77,5.2913,0
25.52,-113408.77,-113434.29,21.828,0
49.09,-113434.29,-113483.38,15.6512,0
27.64,-113483.38,-113511.02,14.4155,0
32.04,-113511.02,-113543.06,53.6326,0
27.52,-113543.06,-113570.58,14.4532,0
55.92,-113570.58,-113626.5,1.9813,0
18.24,-113626.5,-113644.74,19.8891,0
78.04,-113644.74,-113722.79,3.2667,0
47.13,-113722.79,-113769.91,13.6899,0
69.45,-113769.91,-113839.36,22.6169,0
95.39,-113839.36,-113934.75,8.5606,0
39.45,-113934.75,-113974.21,1.6752,0
147.0,-113974.21,-114121.2,4.0737,0
83.97,-114121.2,-114205.18,2.3599,0
139.36,-114205.18,-114344.54,6.9484,0
26.99,-114344.54,-114371.53,15.1655,0
10.25,-114371.53,-114381.77,15.5441,0
153.14,-114381.77,-114534.92,32.7274,0
117.89,-114534.92,-114652.8,5.2977,0
34.33,-114652.8,-114687.13,6.9372,0
39.02,-114687.13,-114726.15,2.5814,0
45.04,-114726.15,-114771.19,43.3041,0
20.91,-114771.19,-114792.1,73.9658,0
12.32,-114792.1,-114804.42,14.5788,0
34.83,-114804.42,-114839.25,6.7878,0
757.7,-114839.25,-115596.95,0.449,1
32.64,-115596.95,-115629.59,34.549,0
43.67,-115629.59,-115673.26,10.1187,0
36.93,-115673.26,-115710.19,29.0539,0
33.76,-115710.19,-115743.95,26.1125,0
25.22,-115743.95,-115769.17,47.8807,0
110.81,-115769.17,-115879.98,2.5104,0
46.91,-115879.98,-115926.88,46.7182,0
49.18,-115926.88,-115976.06,18.0738,0
25.67,-115976.06,-116001.73,8.8485,0
31.16,-116001.73,-116032.89,76.3184,0
31.8,-116032.89,-116064.69,51.1154,0
11.79,-116064.69,-116076.47,2.0954,0
61.76,-116076.47,-116138.24,2.506,0
47.2,-116138.24,-116185.44,27.9011,0
31.95,-116185.44,-116217.38,0.5985,0
100.45,-116217.38,-116317.83,13.5988,0
15.57,-116317.83,-116333.4,15.1005,0
77.95,-116333.4,-116411.35,15.223,0
130.72,-116411.35,-116542.07,23.2387,0
71.0,-116542.07,-116613.08,22.5452,0
439.85,-116613.08,-117052.93,0.3691,1
53.01,-117052.93,-117105.94,33.6601,0
61.94,-117105.94,-117167.88,18.7665,0
28.22,-117167.88,-117196.1,64.4584,0
43.05,-117196.1,-117239.15,67.9002,0
31.87,-117239.15,-117271.02,24.9361,0
51.47,-117271.02,-117322.49,1.5665,0
867.97,-117322.49,-118190.46,0.1087,1
30.94,-118190.46,-118221.4,5.9098,0
82.36,-118221.4,-118303.76,28.3012,0
43.44,-118303.76,-118347.2,0.6955,0
28.68,-118347.2,-118375.88,3.1191,0
42.74,-118375.88,-118418.61,40.0916,0
104.54,-118418.61,-118523.15,55.6447,0
60.52,-118523.15,-118583.68,37.8119,0
146.08,-118583.68,-118729.76,57.4013,0
46.79,-118729.76,-118776.55,11.9145,0
62.3,-118776.55,-118838.85,3.3332,0
21.9,-118838.85,-118860.75,12.5937,0
172.32,-118860.75,-119033.07,26.8846,0
72.86,-119033.07,-119105.93,34.3915,0
26.77,-119105.93,-119132.7,32.6134,0
24.82,-119132.7,-119157.52,80.6009,0
67.49,-119157.52,-119225.01,72.3044,0
25.87,-119225.01,-119250.89,1.1621,0
28.24,-119250.89,-119279.13,7.0004,0
51.94,-119279.13,-119331.07,9.7653,0
133.2,-119331.07,-119464.27,2.6203,0
30.47,-119464.27,-119494.74,53.6572,0
77.8,-119494.74,-119572.54,24.7072,0
97.92,-119572.54,-119670.46,7.3109,0
73.4,-119670.46,-119743.86,7.3414,0
32.44,-119743.86,-119776.29,2.1301,0
68.89,-119776.29,-119845.18,18.4009,0
23.94,-119845.18,-119869.12,60.8124,0
31.92,-119869.12,-119901.03,35.1431,0
74.24,-119901.03,-119975.28,10.6059,0
26.54,-119975.28,-120001.82,10.956,0
27.65,-120001.82,-120029.47,22.8473,0
25.55,-120029.47,-120055.02,10.8694,0
40.6,-120055.02,-120095.62,25.3852,0
49.87,-120095.62,-120145.49,8.7942,0
50.16,-120145.49,-120195.65,16.0504,0
117.2,-120195.65,-120312.85,4.8616,0
351.9,-120312.85,-120664.75,0.4181,1
26.08,-120664.75,-120690.83,51.2157,0
